-5.673486551269980E+07,-2.905807776472880E+07,2.831471548856720E+06
-5.557746722527420E+07,-3.256342322206430E+07,2.438869085106680E+06
-5.421449590079630E+07,-3.594839797488610E+07,2.037239332239650E+06
-5.265667775706050E+07,-3.920424586493770E+07,1.628281895567340E+06
-5.091463614856880E+07,-4.232300164821120E+07,1.213622320158920E+06
-4.899887332980780E+07,-4.529741366389990E+07,7.948167359115190E+05
-4.691976000961260E+07,-4.812087369281360E+07,3.733566300688250E+05
-4.468753128346270E+07,-5.078735367807840E+07,-4.932635574291830E+04
-4.231228777590620E+07,-5.329134892361040E+07,-4.718556796963990E+05
-3.980400103487930E+07,-5.562782736137530E+07,-8.929052596676200E+05
-3.717252239715160E+07,-5.779218447738670E+07,-1.311194976999270E+06
-3.442759469333440E+07,-5.978020350171450E+07,-1.725486349820240E+06
-3.157886628558010E+07,-6.158802049427490E+07,-2.134578392342790E+06
-2.863590703472380E+07,-6.321209399212630E+07,-2.537303669825110E+06
-2.560822587925560E+07,-6.464917892276030E+07,-2.932524554196660E+06
-2.250528977883350E+07,-6.589630452967480E+07,-3.319129682306580E+06
-1.933654383230900E+07,-6.695075610018950E+07,-3.696030617069640E+06
-1.611143242631740E+07,-6.781006033034230E+07,-4.062158711223050E+06
-1.283942130685910E+07,-6.847197420747320E+07,-4.416462173809380E+06
-9.530020494125210E+06,-6.893447733771430E+07,-4.757903340756160E+06
-6.192807980888620E+06,-6.919576769319470E+07,-5.085456152969560E+06
-2.837454167595370E+06,-6.925426080264660E+07,-5.398103848177720E+06
5.262530069998660E+05,-6.910859245963100E+07,-5.694836876363990E+06
3.888382282345500E+06,-6.875762507524950E+07,-5.974651053072880E+06
7.238832691729010E+06,-6.820045785744220E+07,-6.236545970236540E+06
1.056730664690870E+07,-6.743644105723980E+07,-6.479523690572050E+06
1.386328258939120E+07,-6.646519458404240E+07,-6.702587759190510E+06
1.711598734540100E+07,-6.528663135738300E+07,-6.904742575015800E+06
2.031436837486850E+07,-6.390098583176290E+07,-7.084993175147900E+06
2.344706617479020E+07,-6.230884820370620E+07,-7.242345497659500E+06
2.650238718765240E+07,-6.051120488540480E+07,-7.375807202749890E+06
2.946827768058800E+07,-5.850948590569710E+07,-7.484389148969590E+06
3.233229920574090E+07,-5.630561997412800E+07,-7.567107640644020E+06
3.508160643303440E+07,-5.390209801354630E+07,-7.622987584902430E+06
3.770292837015440E+07,-5.130204602525680E+07,-7.651066722020160E+06
4.018255425882890E+07,-4.850930818968430E+07,-7.650401121129770E+06
4.250632576965510E+07,-4.552854111293840E+07,-7.620072164533510E+06
4.465963751799480E+07,-4.236532008918150E+07,-7.559195277268000E+06
4.662744839797240E+07,-3.902625813820110E+07,-7.466930693082160E+06
4.839430678493190E+07,-3.551913836788330E+07,-7.342496581625180E+06
4.994439328837460E+07,-3.185305986472800E+07,-7.185184891283630E+06
5.126158543836380E+07,-2.803859678486540E+07,-6.994380283064060E+06
5.232954943600150E+07,-2.408796954584540E+07,-6.769582536422170E+06
5.313186484976790E+07,-2.001522593914610E+07,-6.510432788596220E+06
5.365218882207310E+07,-1.583642852239080E+07,-6.216743912261310E+06
5.387446685256760E+07,-1.156984273765860E+07,-5.888535226129780E+06
5.378319738429420E+07,-7.236117781907540E+06,-5.526071550003780E+06
5.336375701324440E+07,-2.858449307957850E+06,-5.129906337744900E+06
5.260279188504570E+07,1.537290390922500E+06,-4.700928226430960E+06
5.148867839282810E+07,5.922472801453660E+06,-4.240409809486780E+06
5.001205228135910E+07,1.026570603658950E+07,-3.750056768797750E+06
4.816639936629390E+07,1.453292510883740E+07,-3.232054699946870E+06
4.594869311043840E+07,1.868760646713950E+07,-2.689110083765640E+06
4.336005437390380E+07,2.269113308983700E+07,-2.124480991171360E+06
4.040639736252330E+07,2.650333232335210E+07,-1.541992407354450E+06
3.709901437657370E+07,3.008319988453040E+07,-9.460307300274640E+05
3.345504237269510E+07,3.338980931676510E+07,-3.415122709214230E+05
2.949774916701660E+07,3.638338689523340E+07,2.661783095303150E+05
2.525657909688750E+07,3.902650902094080E+07,8.712816462454870E+05
2.076690936632680E+07,4.128535557660700E+07,1.467788431977980E+06
1.606948992344330E+07,4.313093291700810E+07,2.049590736112440E+06
1.120957008768140E+07,4.454016902769510E+07,2.610651621015500E+06
6.235750217141840E+06,4.549678499694540E+07,3.145181710770870E+06
1.198630403295350E+06,4.599186312095750E+07,3.647809596869610E+06
-3.850646186791980E+06,4.602406123090560E+07,4.113733004900560E+06
-8.861845524481950E+06,4.559946041801840E+07,4.538839600161100E+06
-1.378698439953640E+07,4.473107230775040E+07,4.919789834580190E+06
-1.858147379390970E+07,4.343806524680590E+07,5.254058631753300E+06
-2.320500465744860E+07,4.174479083054500E+07,5.539937122800760E+06
-2.762214930418950E+07,3.967970074749030E+07,5.776499327289840E+06
-3.180268219495350E+07,3.727423976452640E+07,5.963541136996070E+06
-3.572164804280350E+07,3.456178699663700E+07,6.101500060398910E+06
-3.935922080561560E+07,3.157669864012920E+07,6.191364070210550E+06
-4.270040417117790E+07,2.835348516999610E+07,6.234576893619810E+06
-4.573462404391070E+07,2.492613769817590E+07,6.232945580548240E+06
-4.845525846721310E+07,2.132760356343090E+07,6.188554524499140E+06
-5.085914256634550E+07,1.758940090106940E+07,6.103688546959890E+06
-5.294607730722480E+07,1.374135569350230E+07,5.980766339388670E+06
-5.471836242749640E+07,9.811441918735570E+06,5.822284546860660E+06
-5.618036656371890E+07,5.825705007686900E+06,5.630772071464270E+06
-5.733814169739810E+07,1.808250041111680E+06,5.408753731759630E+06
-5.819908460070970E+07,-2.218721744779220E+06,5.158722181761860E+06
-5.877164483368430E+07,-6.234842045934920E+06,4.883116912443190E+06
-5.906507680213680E+07,-1.022148151001670E+07,4.584309180774090E+06
-5.908923218623290E+07,-1.416164164472520E+07,4.264591795890650E+06
-5.885438846868620E+07,-1.803983948214670E+07,3.926172809410150E+06
-5.837110914007100E+07,-2.184199010869800E+07,3.571172286629900E+06
-5.765013128750440E+07,-2.555529073984270E+07,3.201621464033480E+06
-5.670227657031650E+07,-2.916810888636070E+07,2.819463718337490E+06
-5.553838197246350E+07,-3.266987628420050E+07,2.426556879213760E+06
-5.416924714183270E+07,-3.605098959973650E+07,2.024676510337680E+06
-5.260559554588710E+07,-3.930271843567920E+07,1.615519861640820E+06
-5.085804706989030E+07,-4.241712081359210E+07,1.200710260591740E+06
-4.893710004652520E+07,-4.538696606612620E+07,7.818017634370790E+05
-4.685312102893710E+07,-4.820566491032650E+07,3.602839302073250E+05
-4.461634090213970E+07,-5.086720637239610E+07,-6.241337850161010E+04
-4.223685617193550E+07,-5.336610117816120E+07,-4.849152579655160E+05
-3.972463447903740E+07,-5.569733119985330E+07,-9.058971229183530E+05
-3.708952356262200E+07,-5.785630454937990E+07,-1.324080215983530E+06
-3.434126304594730E+07,-5.983881592398610E+07,-1.738227286314560E+06
-3.148949854066290E+07,-6.164101183699820E+07,-2.147138454621460E+06
-2.854379766946980E+07,-6.325936040047980E+07,-2.549647274094750E+06
-2.551366769191470E+07,-6.469062536551770E+07,-2.944616992105850E+06
-2.240857448799170E+07,-6.593184416772550E+07,-3.330937014570540E+06
-1.923796271112000E+07,-6.698030976927960E+07,-3.707519573214870E+06
-1.601127696782120E+07,-6.783355613371140E+07,-4.073296595453380E+06
-1.273798391752330E+07,-6.848934721547760E+07,-4.427216777019370E+06
-9.427595213487080E+06,-6.894566939297160E+07,-4.768242858767330E+06
-6.089691225698880E+06,-6.920072732126810E+07,-5.095349111139100E+06
-2.733945499159390E+06,-6.925294322981810E+07,-5.407519032626790E+06
6.298500935065060E+05,-6.910095974090290E+07,-5.703743272195740E+06
3.991759547961170E+06,-6.874364633738460E+07,-5.983017790100640E+06
7.341676324964460E+06,-6.818010966360770E+07,-6.244342276922780E+06
1.066929641863860E+07,-6.740970790168530E+07,-6.486718857094150E+06
1.396409099485180E+07,-6.643206952721880E+07,-6.709151110803820E+06
1.721527873817330E+07,-6.524711681400950E+07,-6.910643457185140E+06
2.041179809960300E+07,-6.385509452656390E+07,-7.090200952272110E+06
2.354227970787860E+07,-6.225660431186280E+07,-7.246829567627980E+06
2.659501929819360E+07,-6.045264537715650E+07,-7.379537030053740E+06
2.955795162797960E+07,-5.844466211692860E+07,-7.487334319651710E+06
3.241862599523170E+07,-5.623459942709260E+07,-7.569237943021070E+06
3.516418415679750E+07,-5.382496651396030E+07,-7.624273120732300E+06
3.778134166912400E+07,-5.121891006362620E+07,-7.651478053627130E+06
4.025637394993330E+07,-4.842029767559830E+07,-7.649909460931710E+06
4.257510869444300E+07,-4.543381247073670E+07,-7.618649614431550E+06
4.472292668223700E+07,-4.226505974129290E+07,-7.556815126432790E+06
4.668477348782870E+07,-3.892068639776440E+07,-7.463567783756150E+06
4.844518516378710E+07,-3.540851375396480E+07,-7.338127753580530E+06
4.998833159935000E+07,-3.173768384022340E+07,-7.179789516411730E+06
5.129808196035630E+07,-2.791881889738340E+07,-6.987940902050100E+06
5.235809736490570E+07,-2.396419292356260E+07,-6.762085609328230E+06
5.315195669957980E+07,-1.988791305459790E+07,-6.501869570099250E+06
5.366332216004740E+07,-1.570610708510690E+07,-6.207111459823300E+06
5.387615159430270E+07,-1.143711150937250E+07,-5.877837544958670E+06
5.377496487259850E+07,-7.101652024416960E+06,-5.514320871638850E+06
5.334517108094490E+07,-2.723005473813240E+06,-5.117124518759330E+06
5.257346204664640E+07,1.672871227872930E+06,-4.687148239423540E+06
5.144827521178350E+07,6.057263397769750E+06,-4.225677279789640E+06
4.996032480738440E+07,1.039869404716800E+07,-3.734431487202540E+06
4.810319432184370E+07,1.466301758891700E+07,-3.215612015138370E+06
4.587397522514950E+07,1.881363865337570E+07,-2.671942050208630E+06
4.327392693031690E+07,2.281188224048460E+07,-2.106697122719720E+06
4.030912165344320E+07,2.661753720323980E+07,-1.523719869432140E+06
3.699102643389230E+07,3.018958612642140E+07,-9.274138009248200E+05
3.333696508140350E+07,3.348712036645670E+07,-3.227109230197440E+05
2.937039781286370E+07,3.647041957770840E+07,2.849908090110780E+05
2.512095859451890E+07,3.910215201977430E+07,8.899221362659710E+05
2.062420192924840E+07,4.134862841710650E+07,1.486068177170970E+06
1.592103276077810E+07,4.318102253564810E+07,2.067320464335560E+06
1.105682375914570E+07,4.457646084425780E+07,2.627646968915800E+06
